domain,query,expected_answer_text,expected_context_snippet,source_title,source_url,source_type,source_document_id,source_chunk_id
events,When and where is the subject talk titled 'The Popular Method of Brewing Tea in the Tang Dynasty' held?,2026/9/12 (Saturday) at Cheung Chau Public Library,Date: 2026/9/12 (Saturday) Time: 2:30 p.m. to 4:00 p.m. Venue: Cheung Chau Public Library,Hong Kong Public Libraries - Talks / Workshops,https://www.hkpl.gov.hk/en/extension-activities/event-category/23433/talks-and-workshop,generated_from_kb,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s11:c0:fd564324b3374c86
events,When and where is the 'Be a Little Town Planner' workshop held?,"Sunday, 14 February 2027, 10:30 a.m. to 12:00 noon at Aberdeen Public Library",Date: 2027/2/14 (Sunday) Time: 10:30 a.m. to 12:00 noon Venue: Aberdeen Public Library,Hong Kong Public Libraries - Talks / Workshops,https://www.hkpl.gov.hk/en/extension-activities/event-category/23433/talks-and-workshop,generated_from_kb,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s2:c0:c2e6d3a80a66987f
events,"What are the date, time, and venue for the 'Be a Little Town Planner' workshop titled 'Driving towards a Liveable and Vibrant World City'?",The workshop is held on 23 January 2027 (Saturday) from 3:30 p.m. to 5:00 p.m. at Sheung Shui Public Library.,Date: 2027/1/23 (Saturday) Time: 3:30 p.m. to 5:00 p.m. Venue: Sheung Shui Public Library,Hong Kong Public Libraries - Talks / Workshops,https://www.hkpl.gov.hk/en/extension-activities/event-category/23433/talks-and-workshop,generated_from_kb,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s3:c0:c284b55c576ee091
events,"When and where is the talk titled 'Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart' held?","2026/12/5 (Saturday) at Hong Kong Central Library (Lecture Theatre, G/F)","Date: 2026/12/5 (Saturday) Time: 2:30 p.m. to 4:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Talks / Workshops,https://www.hkpl.gov.hk/en/extension-activities/event-category/23433/talks-and-workshop,generated_from_kb,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s4:c0:9ee534da7ee9694d
general,What are the examples of natural landscapes featured in the 'About the Earth' reading list?,"towering mountains, vast plains, and magnificent oceans","featuring a diverse range of natural landscapes, such as towering mountains, vast plains, and magnificent oceans",Hong Kong Public Libraries - Recommended Reading,https://www.hkpl.gov.hk/en/kids/recommended/reading.html,generated_from_kb,6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s0:c0:ce8e5cce56a4e7e6
general,What are the examples of natural phenomena that science can explain according to the introduction?,why the sun rises and sets or how plants grow,"We can use science to explain natural phenomena, such as why the sun rises and sets or how plants grow.",Hong Kong Public Libraries - Recommended Reading,https://www.hkpl.gov.hk/en/kids/recommended/reading.html,generated_from_kb,6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s1:c0:5e25ea2cd4de66be
general,Which mobile library stop at Sham Shui Po is suspended on 24.06.2026 due to urgent maintenance?,"Adjacent to Maple Street Playground, Maple Street, Sham Shui Po","Adjacent to Maple Street Playground, Maple Street, Sham Shui Po 24.06.2026 (Wednesday)",Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 2,https://www.hkpl.gov.hk/en/library-notices/ml2_maplestreet_2026.06.24_r1r5omaud5iu2t5jahb50lrdlm.html,generated_from_kb,6ffe34b8-5a77-46bc-a68e-c4f08695c434,6ffe34b8-5a77-46bc-a68e-c4f08695c434:v1:s1:c0:96f657eff428dafa
general,What are the four types of new self-service equipment included in the first phase of the Smart Library System project?,"Self-checkout Machine, Self-service Kiosk, Smart Book Drop and Smart Book Return","The first phase of new equipment includes Self-checkout Machine, Self-service Kiosk, Smart Book Drop and Smart Book Return.",Hong Kong Public Libraries - New Self-service Equipment,https://www.hkpl.gov.hk/en/about-us/services/SLS-Self-services-Equipment.html,generated_from_kb,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c0:b2e59e539730216c
events,When did the Hong Kong Public Libraries start progressively introducing the Smart Book Drop and Smart Book Return at public libraries across all districts?,late November 2025,"Starting in late November 2025, the Hong Kong Public Libraries has progressively introduced the Smart Book Drop and Smart Book Return at public libraries across all districts.",Hong Kong Public Libraries - New Self-service Equipment,https://www.hkpl.gov.hk/en/about-us/services/SLS-Self-services-Equipment.html,generated_from_kb,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c1:ef9277385cc7cf11
general,How are fines for overdue items calculated when returned via the Smart Book Drop or Smart Book Return?,"Fines are calculated and recorded based on the actual return time, with midnight as the start of each day.","Fines incurred for overdue items will also be calculated and recorded in the library system based on the actual return time, with midnight as the start of each day.",Hong Kong Public Libraries - New Self-service Equipment,https://www.hkpl.gov.hk/en/about-us/services/SLS-Self-services-Equipment.html,generated_from_kb,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c2:411a86435d49c2c1
reference_services,Why are reference materials in Hong Kong Public Libraries not loaned out?,"Reference materials may only be used inside the reference libraries to provide the general public with immediate access to up-to-date information during opening hours, preserve publications essential for local history and research, and protect rare books, flimsy items, expensive sets, and special collections deposited by other organisations which are not suitable for circulation.","Owing to the unique role and functions of reference libraries, reference materials may only be used inside the reference libraries, with the purpose of providing the general public with immediate access to up-to-date information during the library opening hours. To this end, an adequate reference collection needs to be in place. In addition, reference libraries serve to preserve publications which are essential for the study of local history and research into specific areas. Reference libraries also house rare books, flimsy items, expensive and valuable sets, and special reference collections deposited by other organisations, which are not suitable for circulation.",Hong Kong Public Libraries - Ask a Librarian FAQs,https://www.hkpl.gov.hk/en/ask-a-librarian/faq.html,generated_from_kb,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c0:6e495ba7a6fda810
general,Which classification schemes are used in the HKPL for English and Chinese books respectively?,"The HKPL adopts the ""Dewey Decimal Classification Scheme"" for English books and LIU Guojun's ""A System of Book Classification for Chinese Libraries"" for Chinese books.","The HKPL adopts the ""Dewey Decimal Classification Scheme"" and LIU Guojun's ""A System of Book Classification for Chinese Libraries"" respectively for classification of English and Chinese books.",Hong Kong Public Libraries - Ask a Librarian FAQs,https://www.hkpl.gov.hk/en/ask-a-librarian/faq.html,generated_from_kb,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c10:fa361ce37c30765d
general,Which classification scheme is used for English books in the Hong Kong Public Libraries?,"The HKPL adopts the ""Dewey Decimal Classification Scheme"" for classification of English books.","The HKPL adopts the ""Dewey Decimal Classification Scheme"" and LIU Guojun's ""A System of Book Classification for Chinese Libraries"" respectively for classification of English and Chinese books.",Hong Kong Public Libraries - Ask a Librarian FAQs,https://www.hkpl.gov.hk/en/ask-a-librarian/faq.html,generated_from_kb,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c11:cdf19bcd1ca881d9
general,Which mobile library stop at Hau Tak Estate was suspended on 22.06.2026 due to urgent maintenance?,"Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O","Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O",Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 2,https://www.hkpl.gov.hk/en/library-notices/ml2_hautakestate_2026.6.22_h9350bghajrcja5btdpmg0la0h.html,generated_from_kb,777bb116-6af0-46f6-8fa4-1fb40febbc2d,777bb116-6af0-46f6-8fa4-1fb40febbc2d:v1:s1:c0:80d23a0dd52e6f1c
library_services,How many days before the due date is the Due Date Reminder sent via the Paperless Library Notification Service?,3 days before the due date,Due Date Reminder 3 days before the due date,Hong Kong Public Libraries - Paperless Library Notification Service,https://www.hkpl.gov.hk/en/about-us/services/lending/email.html,generated_from_kb,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s1:c0:c06adcbafb94990d
account_password,What notification preference must be selected to discontinue receiving library notices through email?,Paper Mail,"select "" Paper Mail ""as your Notification Preference",Hong Kong Public Libraries - Paperless Library Notification Service,https://www.hkpl.gov.hk/en/about-us/services/lending/email.html,generated_from_kb,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s2:c0:e83f0e2dbb6608d7
notices,How many days before the due date is the Due Date Reminder sent to registered email addresses?,3 days before the due date,Due Date Reminder (3 days before the due date),Hong Kong Public Libraries - Paperless Library Notification Service,https://www.hkpl.gov.hk/en/about-us/services/lending/email.html,generated_from_kb,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s3:c0:752fe5dea74395e7
notices,What are the delivery times for Due Date Reminders and Overdue Alerts via the Library Mobile App?,Due Date Reminder is sent 1/2/3 days before the due date and on the due date; Overdue Alert is sent one day after the due date.,Due Date Reminder (via Library Mobile App) 1/2/3 days before the due date and on the due date ii. Overdue Alert One day after the due date,Hong Kong Public Libraries - Paperless Library Notification Service,https://www.hkpl.gov.hk/en/about-us/services/lending/email.html,generated_from_kb,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s4:c0:abd008eb332426a2
events,"When and where is the event 'Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart' held?","2026/12/5 (Saturday) at Hong Kong Central Library (Lecture Theatre, G/F)","Date: 2026/12/5 (Saturday) Time: 2:30 p.m. to 4:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s10:c0:612de982dd8cfca4
general,"What is the title of the section in the Hong Kong Public Libraries Programme Calendar that discusses the history of Hong Kong-style milk tea, pineapple bun, and egg tart?","1/ Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart","1/ Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s10:c1:5713f2bc166649ec
events,When and where is the talk 'Decoding Gangcai: Appreciating a Century of Painted Porcelain in Hong Kong' held?,"Sunday, 13 September 2026, 2:30 p.m. to 4:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date: 2026/9/13 (Sunday) Time: 2:30 p.m. to 4:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s11:c0:0c79bd259ff143fe
events,When and where is the event 'Recollections of Nanyin and Yue'ou in Hong Kong' held?,"Sunday, 19 July 2026, 2:30 p.m. to 4:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date: 2026/7/19 (Sunday) Time: 2:30 p.m. to 4:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s12:c0:4906acec51a9cb5c
general,"According to the Hong Kong Memory Portal, which form of narrative singing presented in the Cantonese vernacular by shiniang (blind female artists) in Hong Kong half a century ago has been almost completely forgotten?",Yue'ou,"another form of narrative singing Yue'ou, which was presented in the Cantonese vernacular by shiniang (blind female artists) in Hong Kong half a century ago, has been almost completely forgotten",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s12:c1:98d84d0ef9413f8b
opening_hours,When and where is the roving exhibition titled 'The Golden Age of the Sui and Tang Dynasties Depicted in Dunhuang Murals' held?,"2026/9/23 (Wednesday) to 2026/10/31 (Saturday) at Hong Kong Central Library (1/F, Exhibition and Activities Area)","Date: 2026/9/23 (Wednesday) to 2026/10/31 (Saturday) Time: Library Opening Hours Venue: Hong Kong Central Library (1/F, Exhibition and Activities Area)",Hong Kong Public Libraries - Programme Calendar,https://www.hkpl.gov.hk/en/extension-activities/all-events/search?lib_id=77,generated_from_kb,79cba5eb-d3b2-45d4-99bb-d960a68dafff,79cba5eb-d3b2-45d4-99bb-d960a68dafff:v1:s14:c0:dfeb897a620210c5
general,Which form number is used for the Application for Using Smart Identity Card as Identity Card Allowed for Library Purposes?,LCS 694,LCS 694 Application for Using Smart Identity Card as Identity Card Allowed for Library Purposes,Hong Kong Public Libraries - Forms,https://www.hkpl.gov.hk/en/about-us/forms.html,generated_from_kb,7d66efa8-2a16-4ee9-b585-5778a02b7d90,7d66efa8-2a16-4ee9-b585-5778a02b7d90:v1:s0:c0:76a531220de4df2b
general,What is the form number for the Reservation of Library Materials?,LCS 112,Form No. Form Name LCS 112 Reservation of Library Materials,Hong Kong Public Libraries - Forms,https://www.hkpl.gov.hk/en/about-us/forms.html,generated_from_kb,7d66efa8-2a16-4ee9-b585-5778a02b7d90,7d66efa8-2a16-4ee9-b585-5778a02b7d90:v1:s0:c1:de0db4d014b7da73
general,What is the maximum file size for scanned PDF documents submitted via the PDF e-Form for reserving library materials?,Maximum size up to 10MB,Documentary Proof Scanned PDF files for the following documents (Maximum size up to 10MB),Hong Kong Public Libraries - Forms,https://www.hkpl.gov.hk/en/about-us/forms.html,generated_from_kb,7d66efa8-2a16-4ee9-b585-5778a02b7d90,7d66efa8-2a16-4ee9-b585-5778a02b7d90:v1:s0:c2:df67f461a40a20c2
general,What is the name of the library newsletter published by the Hong Kong Public Libraries in Chinese?,Library Newsletter,Library Newsletter,Hong Kong Public Libraries - Publication Titles (The page & title only available in Chinese Only),https://www.hkpl.gov.hk/en/about-us/publication/books/Titles.html,generated_from_kb,7dfcc05e-5198-430f-bedd-035be5ca9b04,7dfcc05e-5198-430f-bedd-035be5ca9b04:v1:s0:c0:0fac05f2963bb65a
general,When and where is the 15th Conference on Cooperative Development and Sharing of Chinese Resources (CCDSCR) held?,"27-28 November, 2024 at Zoom online conference","Date 27-28 November, 2024 Format Zoom online conference",Hong Kong Public Libraries - The 15th Conference on Cooperative Development and Sharing of Chinese Resources (CCDSCR),https://www.hkpl.gov.hk/en/extension-activities/ccdscr2024/main-page.html,generated_from_kb,86dcfb30-3222-432f-a9fd-186256f710ad,86dcfb30-3222-432f-a9fd-186256f710ad:v1:s1:c0:8eb415b3e42979b4
e_resources,"Where can readers access the e-book 'Jin Yong Martial Arts Novels Audio Collection 4 è¢«è ̈å­çåæ°£ : èaæåç1⁄4ä1ç¶ãé¿å3⁄4·åãçæå° å2 ̧è¦ä ̧é, å¤è3å2å¥'?",HyRead ebook Readers can also access this e-book at 'Popular Good Reads@SUEP' e-Book collection.,"HyRead ebook Readers can also access this e-book at "" Popular Good Reads@SUEP "" e-Book collection.",Hong Kong Public Libraries - 2025,https://www.hkpl.gov.hk/en/collections/top-10-most-popular-e-book/2025.html,generated_from_kb,8c198a14-3527-4860-82c0-81faa366f699,8c198a14-3527-4860-82c0-81faa366f699:v1:s1:c1:bd307c5d2de79908
e_resources,"Which author wrote the e-book titled 'Befriend Your Brain: A Young Person's Guide to Dealing with Anxiety, Depression, Anger, Freak-Outs and Trigger' in the 2025 English e-Books collection?","Harper, Faith G.","HARPER, F.G.: Befriend Your Brain: A Young Person's Guide to Dealing with Anxiety, Depression, Anger, Freak-Outs and Trigger (Unabridged) Harper, Faith G.",Hong Kong Public Libraries - 2025,https://www.hkpl.gov.hk/en/collections/top-10-most-popular-e-book/2025.html,generated_from_kb,8c198a14-3527-4860-82c0-81faa366f699,8c198a14-3527-4860-82c0-81faa366f699:v1:s2:c0:e8af27d3bf28da90
e_resources,"Which library platform hosts the unabridged version of 'Befriend Your Brain: A Young Person's Guide to Dealing with Anxiety, Depression, Anger, Freak-Outs and Trigger' by Faith G. Harper?",Naxos Spoken Word Library,"1,108 Naxos Spoken Word Library",Hong Kong Public Libraries - 2025,https://www.hkpl.gov.hk/en/collections/top-10-most-popular-e-book/2025.html,generated_from_kb,8c198a14-3527-4860-82c0-81faa366f699,8c198a14-3527-4860-82c0-81faa366f699:v1:s2:c1:6c5be0133b892d74
general,Which mobile library stop at Hau Tak Estate was suspended on 16.2.2025 due to urgent maintenance?,"Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O","Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O 16.2.2025 (Monday)",Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 2,https://www.hkpl.gov.hk/en/library-notices/ml2_hautakestate_ghutvk3loe4b3boqkfmv5shag6.html,generated_from_kb,8c687299-209f-483c-b43a-b368b07545fb,8c687299-209f-483c-b43a-b368b07545fb:v1:s1:c0:f4d60996e4eb9fd3
general,What is the title of the subject talk focusing on Cosmopolitan Hong Kong in 2025?,Subject Talk on Cosmopolitan Hong Kong 2025,Subject Talk on Cosmopolitan Hong Kong 2025,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s13:c0:099ce88fb18d91ec
e_resources,Which e-book collection is available in both Traditional Chinese and Simplified Chinese through OverDrive?,OverDrive Chinese eBooks,OverDrive Chinese eBooks (Traditional Chinese) OverDrive Chinese eBooks (Simplified Chinese),Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s1:c0:4dc1dc42ce878957
e_resources,Which electronic resource platform is listed under the English e-Books section of Hong Kong Public Libraries?,OverDrive eBooks,OverDrive eBooks,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s2:c0:f5e9f8b9bbb62ff0
e_resources,What is the name of the e-book collection featuring Jin Yong's martial arts novels available through HKPL's electronic resources?,Jin Yong Martial Arts e-Book Collections,Jin Yong Martial Arts e-Book Collections,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s3:c0:393fcf0d92ff8935
general,What is the name of the website section dedicated to ancient Chinese books in the HKPL Thematic Resources?,Digital Resources of Ancient Chinese Books,Digital Resources of Ancient Chinese Books,Hong Kong Public Libraries,https://www.hkpl.gov.hk/en/,generated_from_kb,8e28f067-9f45-4a81-81e2-f3df020b95ce,8e28f067-9f45-4a81-81e2-f3df020b95ce:v1:s11:c0:f4c2c688c1a22e0d
account_password,What is the phone number for enquiries regarding library account password issues?,2921 0208,please phone to 2921 0208*,Hong Kong Public Libraries - Internet Reference Enquiry Service,https://www.hkpl.gov.hk/en/ask-a-librarian/form.html,generated_from_kb,92f274b8-c6c6-4258-8f71-159644988e5b,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c0:1dc9645bd5f59fe9
e_resources,What is the phone number for the Digital Collection Service Enquiry?,2921 2598,Digital Collection Service Enquiry Phone Number: 2921 2598,Hong Kong Public Libraries - Internet Reference Enquiry Service,https://www.hkpl.gov.hk/en/ask-a-librarian/form.html,generated_from_kb,92f274b8-c6c6-4258-8f71-159644988e5b,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c1:dfb7d81822efcfaf
general_info,What is the gross area of the Hong Kong Central Library building?,"9,400 sq. metres","The 12-storey high building occupies a gross area of 9,400 sq. metres and a floor area of 33,800 sq. metres.",Hong Kong Public Libraries - Hong Kong Central Library Introduction,https://www.hkpl.gov.hk/en/about-us/HKCL/intro.html,generated_from_kb,94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c0:413b4f6f8d565b46
hkcl_information,Which nine international organizations has the Hong Kong Central Library been designated as the depository library for?,"Asian Development Bank, European Union, International Labour Organization, International Maritime Organization, United Nations, United Nations Educational, Scientific and Cultural Organization, World Bank, World Trade Organization and World Food Programme","Hong Kong Central Library has been designated as the depository library in Hong Kong for nine international organizations, namely, Asian Development Bank, European Union, International Labour Organization, International Maritime Organization, United Nations, United Nations Educational, Scientific and Cultural Organization, World Bank, World Trade Organization and World Food Programme.",Hong Kong Public Libraries - Hong Kong Central Library Introduction,https://www.hkpl.gov.hk/en/about-us/HKCL/intro.html,generated_from_kb,94e479bb-cb27-49ec-8cb7-280e0c308229,94e479bb-cb27-49ec-8cb7-280e0c308229:v1:s0:c1:1e1868432162e20e
general,How can readers access e-databases using the library account?,via the Internet,access via Internet with the library account,Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s0:c0:7dee3ae4f6ebc70f
hkcl_information,Which libraries provide access to Business Source Complete?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, Remote Access","Available at: Hong Kong Central Library , City Hall Public Library , Kowloon Public Library , Ping Shan Tin Shui Wai Public Library , Sha Tin Public Library , Tsuen Wan Public Library , Tuen Mun Public Library , Remote Access",Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s10:c0:72b0a23dd6de375b
hkcl_information,Which public library branches provide access to the China Academic Journals Full-text Database (CJFD)?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, and Remote Access","Available at: Hong Kong Central Library , City Hall Public Library , Kowloon Public Library , Ping Shan Tin Shui Wai Public Library , Sha Tin Public Library , Tsuen Wan Public Library , Tuen Mun Public Library , Remote Access",Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s11:c0:4fc7f6a2c6b57417
hkcl_information,Which public libraries provide access to the China Doctoral Dissertations Full-text Database?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, and Remote Access","Available at: Hong Kong Central Library , City Hall Public Library , Kowloon Public Library , Ping Shan Tin Shui Wai Public Library , Sha Tin Public Library , Tsuen Wan Public Library , Tuen Mun Public Library , Remote Access",Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s12:c0:232a0e5f334d1da1
hkcl_information,Which public library branches provide access to the China Masters' Theses Full-text Database?,"Hong Kong Central Library, City Hall Public Library, Kowloon Public Library, Ping Shan Tin Shui Wai Public Library, Sha Tin Public Library, Tsuen Wan Public Library, Tuen Mun Public Library, Remote Access","Available at: Hong Kong Central Library , City Hall Public Library , Kowloon Public Library , Ping Shan Tin Shui Wai Public Library , Sha Tin Public Library , Tsuen Wan Public Library , Tuen Mun Public Library , Remote Access",Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s13:c0:0dbddc14f78c1a50
notices,Where is the China Standards Document Database available for access via the Internet with a library account?,"Hong Kong Central Library, City Hall Public Library","Available at: Hong Kong Central Library , City Hall Public Library",Hong Kong Public Libraries - e-Databases,https://www.hkpl.gov.hk/en/e-resources/e-databases/home/all/1,generated_from_kb,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s14:c0:4dbb6c144a2360be
opening_hours,When is the inspection of the ceiling scheduled to take place at Sham Shui Po Public Library?,8 to 11 June 2026,Inspection of ceiling at Sham Shui Po Public Library [Expected Works Period: 8 to 11 June 2026],Hong Kong Public Libraries - Library Notices,https://www.hkpl.gov.hk/en/library-notices/library-notices-list.html,generated_from_kb,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c0:8b5db90d18302ecb
notices,What are the service suspension dates for Mobile Library 5?,19.5.2026-1.6.2026,Temporary Suspension of Mobile Library Services – Mobile Library 5 [Service Suspension Date: 19.5.2026-1.6.2026],Hong Kong Public Libraries - Library Notices,https://www.hkpl.gov.hk/en/library-notices/library-notices-list.html,generated_from_kb,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c1:999b242302ff8c76
general,What is the name of the collection that provides digital resources of ancient Chinese books in the HKPL thematic resources?,Digital Resources of Ancient Chinese Books,Digital Resources of Ancient Chinese Books,Hong Kong Public Libraries,https://www.hkpl.gov.hk/en/,generated_from_kb,9e9ca7da-8451-4aaa-902b-1a913d1ef33f,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s11:c0:f4c2c688c1a22e0d
general,Which library is accessed via the link labeled 'Shenzhen Library (Chinese Only)' in the Guangdong & Macau Libraries Internet Reference Enquiry Service?,Shenzhen Library,Shenzhen Library (Chinese Only),Hong Kong Public Libraries - Guangdong & Macau Libraries Internet Reference Enquiry Service,https://www.hkpl.gov.hk/en/ask-a-librarian/guangdong.html,generated_from_kb,a1a3b4a8-097e-47f3-a687-9e703228fdc5,a1a3b4a8-097e-47f3-a687-9e703228fdc5:v1:s1:c0:4f52fb176a659148
