domain,query,expected_answer_text,generated_answer,expected_document_id,expected_chunk_id,top_source_title,top_document_id,top_chunk_id,source_match_at_3,chunk_match_at_3,prompt_tokens,completion_tokens,total_tokens,retriever_query_tokens,reranker_input_tokens,context_tokens,pipeline_total_tokens,tokens_are_estimated,correctness_score,correctness_reason,faithfulness_score,faithfulness_reason,relevancy_score,relevancy_reason,diagnosis,diagnosis_recommendation,latency_seconds
e_resources,Which electronic resource platform is listed under the English e-Books section for the Naxos Spoken Word Library?,Naxos Spoken Word Library,"Based on the retrieved context, the electronic resource platform listed under the English e-Books section for the Naxos Spoken Word Library is **Naxos Spoken Word Library** itself, which is available via **e-Reader**.

Additionally, Source 4 and Source 5 indicate that specific titles within the **Naxos Spoken Word Library** collection are accessible through this platform.",5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s2:c0:f5e9f8b9bbb62ff0,Hong Kong Public Libraries - Electronic Resources,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s2:c0:f5e9f8b9bbb62ff0,True,True,908,80,988,23,1898,818,2909,False,4.0,"The generated answer is relevant and correctly identifies ""Naxos Spoken Word Library"" as the platform, aligning with the reference answer. However, it includes unnecessary elaboration about ""e-Reader"" and specific sources that are not present in the reference answer, making it slightly less concise than an ideal response.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.5096
e_resources,What is the name of the interactive learning platform mainly for pre-school children mentioned in the e-Resources highlights?,Good Reads@e-Reading,I don't have that information in my knowledge base.,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s3:c0:95570a88bce1fc00,HKPL Ask a Librarian FAQ,a5d71e63-0316-515b-b7da-1e80c3b66ece,a5d71e63-0316-515b-b7da-1e80c3b66ece:v1:s11:c0:87b43f9e4932b7b1,False,False,1074,11,1085,22,1890,985,2997,False,1.0,"The generated answer states that the information is not available, but the reference answer explicitly provides the name ""Good Reads@e-Reading"". Therefore, the generated answer is factually incorrect regarding the existence of the information and fails to answer the user's query.",0.0,NO,0.0,NO,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",1.447
general,Which subject category in the HKPL e-Databases list includes 'Hong Kong Resources'?,Hong Kong Resources,"Based on the retrieved context, 'Hong Kong Resources' is listed as a subject category alongside Arts and Humanities, Business and Economics, Children's Resources, Library and Information Science, Magazines, Multi-disciplines, Newspapers and Periodicals, Reference Tools, Science & Technology, and Social Sciences. The context does not specify a parent category under which 'Hong Kong Resources' is grouped; it is presented as one of the subject headings in the list.",5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s4:c0:1d94c25744034e36,Hong Kong Public Libraries - e-Databases,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s1:c0:1d94c25744034e36,True,True,362,91,453,17,498,278,968,False,4.0,"The generated answer is relevant and provides a comprehensive list of other categories, confirming that 'Hong Kong Resources' is indeed a subject category. However, it includes unnecessary detail about the lack of a parent category which is not explicitly asked for and slightly dilutes the directness of the answer compared to the concise reference.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.1906
opening_hours,When and where is the roving exhibition titled 'Blissful Moments Between Pages' for the Senior Secondary Category held?,2026/11/8 (Sunday) to 2026/11/30 (Monday) at Shek Tong Tsui Public Library,"The roving exhibition titled ""Blissful Moments Between Pages"" for the Senior Secondary Category is held at the following venues and dates:

*   **Shek Tong Tsui Public Library**: 8 November 2026 (Sunday) to 30 November 2026 (Monday)
*   **Tseung Kwan O Public Library**: 8 October 2026 (Thursday) to 31 October 2026 (Saturday)
*   **Tai Po Public Library**: 8 November 2026 (Sunday) to 30 November 2026 (Monday)

All exhibitions are open during library opening hours.",5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s10:c0:b6d2d4a69c829427,Hong Kong Public Libraries - Awards / Competitions,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s10:c0:b6d2d4a69c829427,True,True,990,143,1133,24,1509,899,2666,False,5.0,"The generated answer is fully relevant and correct. It provides the specific dates and locations requested in the user query, matching the reference answer exactly for the Shek Tong Tsui Public Library venue. Additionally, it provides extra helpful information by listing other venues for the same exhibition series, which adds value without introducing errors.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.4658
opening_hours,When is the roving exhibition titled 'Blissful Moments Between Pages' held at Sham Shui Po Public Library?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday),"The roving exhibition titled ""Blissful Moments Between Pages"" is held at Sham Shui Po Public Library from 2026/12/8 (Tuesday) to 2026/12/31 (Thursday).",5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s2:c0:212f60030db83fd8,Hong Kong Public Libraries - Awards / Competitions,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s2:c0:212f60030db83fd8,True,True,594,51,645,24,1112,503,1781,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing the correct dates and days of the week for the exhibition.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.7295
opening_hours,What are the dates and venue for the roving exhibition titled 'Blissful Moments Between Pages'?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday) at Ma On Shan Public Library,I don't have that information in my knowledge base.,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s3:c0:d988c26250960703,Hong Kong Public Libraries - Programme Highlights,d664d284-74ef-4c66-9656-d03f6dfdfb63,d664d284-74ef-4c66-9656-d03f6dfdfb63:v1:s4:c0:96db954e917be53e,False,False,503,11,514,20,1032,416,1566,False,1.0,"The generated answer is not relevant because it fails to provide the requested information (dates and venue) despite the reference answer containing specific details. By stating it does not have the information, the model incorrectly claims ignorance on a fact that is available, making the response unhelpful and effectively non-responsive to the user's specific question.",0.0,NO,0.0,NO,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",0.9994
opening_hours,When and where is the roving exhibition titled 'Blissful Moments Between Pages' held?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday) at Tung Chung Public Library,I don't have that information in my knowledge base.,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s4:c0:281d34f575ceb533,Hong Kong Public Libraries - Programme Highlights,d664d284-74ef-4c66-9656-d03f6dfdfb63,d664d284-74ef-4c66-9656-d03f6dfdfb63:v1:s4:c0:96db954e917be53e,False,False,502,11,513,19,1012,416,1544,False,1.0,"The generated answer is not relevant because it fails to provide the requested information about the exhibition dates and location, instead claiming the information is missing.",0.0,NO,0.0,NO,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",0.9747
account_password,What is the phone number to contact for enquiries regarding library account passwords?,2921 0208,"For enquiries regarding library account passwords, readers may call 1823. Additionally, for information on library services including passwords, readers can phone 2921 0208 or email enquiries@lcsd.gov.hk, noting that these are handled by the ""1823"" of the Government.",5ee77841-3eef-416b-9ab6-39dff8ff2a79,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c0:1dc9645bd5f59fe9,Hong Kong Public Libraries - Frequently Asked Questions,fe7b4c9a-e957-4add-8fc3-670fe768dcd2,fe7b4c9a-e957-4add-8fc3-670fe768dcd2:v1:s1:c3:17f0ee746d74e5c6,False,False,1378,67,1445,14,2343,1297,3802,False,4.0,"The generated answer is relevant and provides the correct primary phone number (2921 0208) found in the reference answer. It also adds useful context by mentioning the 1823 service and an email address, making it comprehensive. However, it is less concise than the reference answer, which is a minor drawback but does not affect the correctness of the core information.",1.0,YES,1.0,YES,chunk_level_retrieval_problem,"Correct document was retrieved, but exact expected chunk was not. Check chunking, overlap, or expected_chunk_id.",2.6109
events,When and where is the subject talk titled 'Remembering Our Heroes: The War of Resistance History of the Outlying Islands' held?,2026/9/13 (Sunday) at Cheung Chau Public Library,"The subject talk titled ""Remembering Our Heroes: The War of Resistance History of the Outlying Islands"" is held on 13 September 2026 (Sunday) from 2:30 p.m. to 4:00 p.m. at the Cheung Chau Public Library.",64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s10:c0:61f21de9cca3356e,Hong Kong Public Libraries - Talks / Workshops,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s10:c0:61f21de9cca3356e,True,True,559,62,621,27,1367,465,2015,False,5.0,"The generated answer is fully relevant and correct. It provides all the information requested in the user query (date, day of the week, and location) and includes additional helpful details (time) that are consistent with the reference answer. The formatting is clear and professional.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.9562
events,When and where is the subject talk titled 'The Popular Method of Brewing Tea in the Tang Dynasty' held?,2026/9/12 (Saturday) at Cheung Chau Public Library,"The subject talk titled ""The Popular Method of Brewing Tea in the Tang Dynasty"" is held at the following times and venues:

1. **Date:** 2026/9/19 (Saturday)  
   **Time:** 2:30 p.m. to 4:00 p.m.  
   **Venue:** Tung Chung Public Library

2. **Date:** 2026/9/12 (Saturday)  
   **Time:** 2:30 p.m. to 4:00 p.m.  
   **Venue:** Cheung Chau Public Library",64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s11:c0:fd564324b3374c86,Hong Kong Public Libraries - Talks / Workshops,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s8:c0:ac4810a832e4d5b3,True,True,701,126,827,22,1661,612,2510,False,4.0,"The generated answer is relevant and contains the correct information found in the reference answer (the Cheung Chau event on 2026/9/12). However, it includes an additional event (Tung Chung on 2026/9/19) that is not present in the reference answer. Since the reference answer implies these are the only details available or expected, the inclusion of extra, unverified information prevents a perfect score, though the core answer is correct.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.4228
events,When and where is the 'Be a Little Town Planner' workshop held?,"Sunday, 14 February 2027, 10:30 a.m. to 12:00 noon at Aberdeen Public Library","The ""Be a Little Town Planner"" workshops are held at the following times and venues:

*   **2026/11/14 (Saturday), 3:30 p.m. to 5:00 p.m.** at **Po On Road Public Library**
*   **2027/1/23 (Saturday), 3:30 p.m. to 5:00 p.m.** at **Sheung Shui Public Library**
*   **2026/12/5 (Saturday), 2:00 p.m. to 3:30 p.m.** at **Sha Tin Public Library**
*   **2027/2/14 (Sunday), 10:30 a.m. to 12:00 noon** at **Aberdeen Public Library**
*   **2026/10/24 (Saturday), 3:00 p.m. to 4:30 p.m.** at **Tuen Mun Public Library**

All workshops aim at promoting town planning in Hong Kong.",64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s2:c0:c2e6d3a80a66987f,Hong Kong Public Libraries - Talks / Workshops,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s6:c0:2007d2847947f825,True,True,561,238,799,15,1187,479,2001,False,4.0,"The generated answer is relevant and fully correct as it includes the specific date, time, and location requested in the user query (Aberdeen Public Library on Sunday, 14 February 2027). Additionally, it provides extra context by listing other upcoming workshops, which adds value without introducing errors. The only minor drawback is that it is less concise than the reference answer, which only provided the specific instance asked for.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",4.7353
events,"What are the date, time, and venue for the 'Be a Little Town Planner' workshop titled 'Driving towards a Liveable and Vibrant World City'?",The workshop is held on 23 January 2027 (Saturday) from 3:30 p.m. to 5:00 p.m. at Sheung Shui Public Library.,"Based on the retrieved context, the ""Be a Little Town Planner"" workshops titled ""Driving towards a Liveable and Vibrant World City"" are scheduled as follows:

*   **Po On Road Public Library**: 14 November 2026 (Saturday), 3:30 p.m. to 5:00 p.m.
*   **Sheung Shui Public Library**: 23 January 2027 (Saturday), 3:30 p.m. to 5:00 p.m.
*   **Sha Tin Public Library**: 5 December 2026 (Saturday), 2:00 p.m. to 3:30 p.m.
*   **Tuen Mun Public Library**: 24 October 2026 (Saturday), 3:00 p.m. to 4:30 p.m.
*   **Aberdeen Public Library**: 14 February 2027 (Sunday), 10:30 a.m. to 12:00 noon.

All workshops aim at promoting town planning in Hong Kong.",64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s3:c0:c284b55c576ee091,Hong Kong Public Libraries - Talks / Workshops,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s6:c0:2007d2847947f825,True,True,578,240,818,32,1259,479,2109,False,4.0,"The generated answer is highly relevant and correct. It provides the specific date, time, and venue for the workshop mentioned in the user query (Sheung Shui Public Library on 23 January 2027), matching the reference answer exactly. Additionally, it offers extra value by listing other sessions of the same workshop series, which is helpful context without being misleading. The only minor deduction from a perfect 5.0 is that the answer is slightly less concise than the reference answer due to the inclusion of the additional sessions, but this does not detract from its accuracy or helpfulness.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",4.7751
events,"When and where is the talk titled 'Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart' held?","2026/12/5 (Saturday) at Hong Kong Central Library (Lecture Theatre, G/F)","The talk titled ""Chinese Culture and our Intangible Culinary Heritage: Hong Kong-style Milk Tea, Pineapple Bun, and Egg Tart"" will be held on Saturday, 5 December 2026, from 2:30 p.m. to 4:30 p.m. at the Hong Kong Central Library (Lecture Theatre, G/F).",64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s4:c0:9ee534da7ee9694d,Hong Kong Public Libraries - Talks / Workshops,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s4:c0:9ee534da7ee9694d,True,True,901,75,976,34,1979,800,2989,False,5.0,"The generated answer is fully relevant and correct. It provides all the necessary details requested in the user query (date, time, and location) and aligns perfectly with the reference answer, while also adding the specific time slot which is helpful context.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.467
general,What are the examples of natural landscapes featured in the 'About the Earth' reading list?,"towering mountains, vast plains, and magnificent oceans","The examples of natural landscapes featured in the 'About the Earth' reading list are towering mountains, vast plains, and magnificent oceans.",6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s0:c0:ce8e5cce56a4e7e6,Hong Kong Public Libraries - Recommended Reading,6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s0:c0:ce8e5cce56a4e7e6,True,True,815,26,841,18,1476,730,2335,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing a complete and correct response to the user's query.",1.0,YES,0.0,NO,evaluator_or_dataset_issue,Answer appears mostly correct but evaluator score is low. Check evaluator strictness or dataset wording.,1.5373
general,What are the examples of natural phenomena that science can explain according to the introduction?,why the sun rises and sets or how plants grow,"According to the introduction, science can be used to explain natural phenomena such as why the sun rises and sets or how plants grow.",6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s1:c0:5e25ea2cd4de66be,Hong Kong Public Libraries - Recommended Reading,6e349ba5-62d4-4f97-858c-e5be4c72beac,6e349ba5-62d4-4f97-858c-e5be4c72beac:v1:s2:c0:2b0a3ce3c4b3875a,True,True,770,26,796,16,1718,687,2530,False,5.0,"The generated answer is fully relevant and correctly incorporates the specific examples (sun rising/setting and plant growth) mentioned in the reference answer, while also maintaining a complete sentence structure that directly addresses the user's query.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.5197
general,Which mobile library stop at Sham Shui Po is suspended on 24.06.2026 due to urgent maintenance?,"Adjacent to Maple Street Playground, Maple Street, Sham Shui Po","The mobile library stop suspended on 24.06.2026 due to urgent maintenance is the one adjacent to Maple Street Playground, Maple Street, Sham Shui Po.",6ffe34b8-5a77-46bc-a68e-c4f08695c434,6ffe34b8-5a77-46bc-a68e-c4f08695c434:v1:s1:c0:96f657eff428dafa,Hong Kong Public Libraries - Library Notices,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151,9ba9f6e8-99b9-43c8-8fd1-3da61fea1151:v1:s0:c0:8b5db90d18302ecb,True,True,1910,38,1948,28,2316,1815,4292,False,5.0,"The generated answer is fully relevant and correct, providing the exact same information as the reference answer while maintaining a clear and complete sentence structure.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.9237
general,What are the four types of new self-service equipment included in the first phase of the Smart Library System project?,"Self-checkout Machine, Self-service Kiosk, Smart Book Drop and Smart Book Return","The four types of new self-service equipment included in the first phase of the ""Smart Library System"" project are:

1. Self-checkout Machine
2. Self-service Kiosk
3. Smart Book Drop
4. Smart Book Return",7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c0:b2e59e539730216c,Hong Kong Public Libraries - New Self-service Equipment,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c0:b2e59e539730216c,True,True,826,49,875,22,1125,737,2022,False,5.0,"The generated answer is fully relevant and correct, matching the reference answer exactly in content and structure.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.851
events,When did the Hong Kong Public Libraries start progressively introducing the Smart Book Drop and Smart Book Return at public libraries across all districts?,late November 2025,"Starting in late November 2025, the Hong Kong Public Libraries has progressively introduced the Smart Book Drop and Smart Book Return at public libraries across all districts.",7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c1:ef9277385cc7cf11,Hong Kong Public Libraries - New Self-service Equipment,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c1:ef9277385cc7cf11,True,True,1025,33,1058,25,1567,933,2650,False,5.0,"The generated answer is fully relevant and correct, matching the reference answer exactly while providing a complete sentence that directly addresses the user's query.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.7981
general,How are fines for overdue items calculated when returned via the Smart Book Drop or Smart Book Return?,"Fines are calculated and recorded based on the actual return time, with midnight as the start of each day.","Fines for overdue items are calculated and recorded in the library system based on the actual return time, with midnight as the start of each day.",7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c2:411a86435d49c2c1,Hong Kong Public Libraries - New Self-service Equipment,7188bdc8-763f-4982-9535-00b685fbe632,7188bdc8-763f-4982-9535-00b685fbe632:v1:s1:c2:411a86435d49c2c1,True,True,1061,29,1090,19,2644,975,3753,False,5.0,"The generated answer is fully relevant and correct. It accurately reflects the reference answer by confirming that fines are based on the actual return time with midnight as the daily start, while also appropriately adding context about the library system without introducing any errors or unnecessary fluff.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.545
reference_services,Why are reference materials in Hong Kong Public Libraries not loaned out?,"Reference materials may only be used inside the reference libraries to provide the general public with immediate access to up-to-date information during opening hours, preserve publications essential for local history and research, and protect rare books, flimsy items, expensive sets, and special collections deposited by other organisations which are not suitable for circulation.","Owing to the unique role and functions of reference libraries, reference materials may only be used inside the reference libraries, with the purpose of providing the general public with immediate access to up-to-date information during the library opening hours. To this end, an adequate reference collection needs to be in place. In addition, reference libraries serve to preserve publications which are essential for the study of local history and research into specific areas. Reference libraries also house rare books, flimsy items, expensive and valuable sets, and special reference collections deposited by other organisations, which are not suitable for circulation.",76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c0:6e495ba7a6fda810,Hong Kong Public Libraries - Ask a Librarian FAQs,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c0:6e495ba7a6fda810,True,True,1055,116,1171,14,2495,974,3680,False,5.0,"The generated answer is highly relevant and fully correct. It accurately captures all the key reasons provided in the reference answer (immediate access to up-to-date information, preservation of local history/research materials, and protection of rare/expensive/special collections) while maintaining a natural flow and slightly more detailed phrasing without introducing any errors.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.2381
general,Which classification schemes are used in the HKPL for English and Chinese books respectively?,"The HKPL adopts the ""Dewey Decimal Classification Scheme"" for English books and LIU Guojun's ""A System of Book Classification for Chinese Libraries"" for Chinese books.","The HKPL adopts the ""Dewey Decimal Classification Scheme"" for English books and LIU Guojun's ""A System of Book Classification for Chinese Libraries"" for Chinese books.",76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c10:fa361ce37c30765d,HKPL Ask a Librarian FAQ,3b753318-5124-58d4-b7ad-8e90df65c0a2,3b753318-5124-58d4-b7ad-8e90df65c0a2:v1:s4:c0:4bff3bd56ac9712a,True,False,4838,37,4875,16,6436,4755,11327,False,5.0,"The generated answer is identical to the reference answer, providing the correct classification schemes for both English and Chinese books at the HKPL with perfect accuracy and relevance.",1.0,YES,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,3.4335
general,Which classification scheme is used for English books in the Hong Kong Public Libraries?,"The HKPL adopts the ""Dewey Decimal Classification Scheme"" for classification of English books.","The HKPL adopts the ""Dewey Decimal Classification Scheme"" for the classification of English books.",76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c11:cdf19bcd1ca881d9,Hong Kong Public Libraries - Ask a Librarian FAQs,76a75c34-0ec9-48bb-8ab0-675b41db78b0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s2:c11:cdf19bcd1ca881d9,True,True,4837,20,4857,15,6616,4755,11488,False,5.0,"The generated answer is factually correct, directly addresses the user's query, and matches the reference answer in content and accuracy.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.1972
general,Which mobile library stop at Hau Tak Estate was suspended on 22.06.2026 due to urgent maintenance?,"Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O","The mobile library stop suspended on 22.06.2026 at Hau Tak Estate due to urgent maintenance is the one located **Adjacent to Tak Chak House, Hau Tak Estate, Tseung Kwan O**.",777bb116-6af0-46f6-8fa4-1fb40febbc2d,777bb116-6af0-46f6-8fa4-1fb40febbc2d:v1:s1:c0:80d23a0dd52e6f1c,Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 2,777bb116-6af0-46f6-8fa4-1fb40febbc2d,777bb116-6af0-46f6-8fa4-1fb40febbc2d:v1:s1:c0:80d23a0dd52e6f1c,True,True,614,48,662,28,3405,520,4095,False,5.0,"The generated answer is fully relevant and correct. It directly addresses the user's query by identifying the specific mobile library stop (located adjacent to Tak Chak House) and confirms the details regarding the suspension date and reason, matching the reference answer perfectly while providing a complete sentence structure.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.5987
library_services,How many days before the due date is the Due Date Reminder sent via the Paperless Library Notification Service?,3 days before the due date,The Due Date Reminder is sent 3 days before the due date via the Paperless Library Notification Service.,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s1:c0:c06adcbafb94990d,Hong Kong Public Libraries - Paperless Library Notification Service,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s1:c0:c06adcbafb94990d,True,True,1481,21,1502,21,3357,1393,4880,False,5.0,"The generated answer is fully relevant and correct, matching the reference answer exactly while providing a complete sentence.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.4576
account_password,What notification preference must be selected to discontinue receiving library notices through email?,Paper Mail,"To discontinue receiving library notices through email, you must select ""Paper Mail"" as your Notification Preference in the box of Personal Information and click Save.",784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s2:c0:e83f0e2dbb6608d7,Hong Kong Public Libraries - Paperless Library Notification Service,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s2:c0:e83f0e2dbb6608d7,True,True,1779,30,1809,15,2251,1697,4075,False,4.0,"The generated answer is relevant and correct, providing the specific preference (""Paper Mail"") required to stop email notices. It also adds helpful context about where to find the setting and the action needed to save changes, making it slightly more informative than the reference answer while remaining accurate.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.8045
notices,How many days before the due date is the Due Date Reminder sent to registered email addresses?,3 days before the due date,The Due Date Reminder is sent 3 days before the due date.,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s3:c0:752fe5dea74395e7,Hong Kong Public Libraries - Paperless Library Notification Service,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s3:c0:752fe5dea74395e7,True,True,1621,14,1635,18,2324,1536,3977,False,5.0,"The generated answer is fully relevant and correct, matching the reference answer exactly.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.4181
notices,What are the delivery times for Due Date Reminders and Overdue Alerts via the Library Mobile App?,Due Date Reminder is sent 1/2/3 days before the due date and on the due date; Overdue Alert is sent one day after the due date.,"According to the retrieved context, the delivery times for alerts via the Library Mobile App are:

*   **Due Date Reminder:** 1/2/3 days before the due date and on the due date.
*   **Overdue Alert:** One day after the due date.",784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s4:c0:abd008eb332426a2,Hong Kong Public Libraries - Paperless Library Notification Service,784136c6-fed0-4ed1-a385-7fb7d41b3d7b,784136c6-fed0-4ed1-a385-7fb7d41b3d7b:v1:s4:c0:abd008eb332426a2,True,True,1750,58,1808,20,3378,1663,5206,False,5.0,"The generated answer is fully relevant and accurate, matching the reference answer exactly while presenting the information in a clear, structured format.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.2087
