query,expected_document,expected_chunk,retrieved_document_1,retrieved_document_2,retrieved_document_3,retrieved_chunk_1,retrieved_chunk_2,retrieved_chunk_3,title_1,title_2,title_3,score_1,score_2,score_3,hit@1,hit@3,hit@5,reciprocal_rank,expected_document_in_vector,expected_chunk_in_vector,expected_chunk_after_rerank,diagnosis,diagnosis_recommendation,error
"What are the opening hours for the Students' study rooms of the Hong Kong Public Libraries on Saturday, Sunday and public holidays during the period from 1 March to 7 May 2026?",325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,0cf40f6a-f030-4d00-a440-f1fe325bbace,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,0cf40f6a-f030-4d00-a440-f1fe325bbace:v1:s3:c0:bdcabccfb8cffcf9,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2025),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),0.8549138730661733,0.8266064667647931,0.8114758263357755,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What are the opening hours of the HKPL students' study rooms from 8 to 31 May 2026 on public holidays?,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,0cf40f6a-f030-4d00-a440-f1fe325bbace,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,0cf40f6a-f030-4d00-a440-f1fe325bbace:v1:s3:c0:bdcabccfb8cffcf9,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2025),Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),0.8491105780270557,0.8234356150963551,0.7451368126191622,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What is the email address to submit information regarding objectionable contents in HKPL collections?,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c,bbed2c76-50e5-4869-85c4-9e9241d53db8,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe,bbed2c76-50e5-4869-85c4-9e9241d53db8:v1:s1:c0:87a7d6dea18bff57,Hong Kong Public Libraries - Collection of Views on Library Collections,Hong Kong Public Libraries - Collection of Views on Library Collections,Hong Kong Public Libraries - HKPL Newsletter (e-version) Subscription,0.7150824752597479,0.6734499931335497,0.6387618159140783,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What is the purpose of the reported information regarding the Collection of Views on Library Collections?,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783,9e9ca7da-8451-4aaa-902b-1a913d1ef33f,e10f6ca5-51af-4882-bced-65ceaf5edc94,de0e7f69-abaa-47a4-9a6a-edf1176a11bc,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s2:c0:4e7ea3933d65ebbc,e10f6ca5-51af-4882-bced-65ceaf5edc94:v1:s2:c0:4e7ea3933d65ebbc,de0e7f69-abaa-47a4-9a6a-edf1176a11bc:v1:s2:c0:4e7ea3933d65ebbc,Hong Kong Public Libraries,Hong Kong Public Libraries,Hong Kong Public Libraries,0.9997068047523499,0.9995952844619751,0.9995822310447693,False,False,True,0.2,True,True,False,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,
When and where is the Hok Hoi Lecture titled 'The Poetic Artistry of Li Bai' held?,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,01121b58-4b71-454c-b5b8-e7693eb0014f,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1,01121b58-4b71-454c-b5b8-e7693eb0014f:v1:s6:c0:a69bc83cf88c742a,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Literary Activities,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),0.999876856803894,0.9998123645782471,0.989226758480072,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
"When and where is the Hok Hoi Lecture titled 'What is ""Li"" (Ritual)?' held?",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,01121b58-4b71-454c-b5b8-e7693eb0014f,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa,01121b58-4b71-454c-b5b8-e7693eb0014f:v1:s6:c0:a69bc83cf88c742a,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Literary Activities,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),0.9998301267623901,0.9990097284317017,0.9973251819610596,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
"When and where is the Hok Hoi Lecture titled 'Empress Wu Zetian's Governance, Religious Beliefs, and Ideology of Loyal Ministers' held?",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s7:c0:bca5b116c8242267,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,01121b58-4b71-454c-b5b8-e7693eb0014f,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s7:c0:bca5b116c8242267,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s2:c0:3451cd6d3c4a728b,01121b58-4b71-454c-b5b8-e7693eb0014f:v1:s6:c0:a69bc83cf88c742a,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Literary Activities,0.9999423027038574,0.9741477966308594,0.9697598814964294,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
When and where is the Hok Hoi Lecture titled 'Truth within the Strange: Morality and Meaning in Classical Chinese Fantasy Tales' held?,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s8:c0:e18a8a9384a0318f,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,83ef11ce-1b7e-4d1b-b869-4e290f81f5ea,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s8:c0:e18a8a9384a0318f,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s1:c0:c47f0fcf486e621f,83ef11ce-1b7e-4d1b-b869-4e290f81f5ea:v1:s0:c1:4480e396ff867e5b,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),Hong Kong Public Libraries - Strange Tales in Ancient China,0.9998685121536255,0.9976303577423096,0.9939975738525391,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What is the minimum reading time limit for each e-book in the Pop-up e-Book collection?,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s1:c0:a6eb0b9c688d5d95,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s0:c0:60ab4053f5f7c8e0,Hong Kong Public Libraries - Pop-up e-Book,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries -e-Books,0.999961256980896,0.9999566078186035,0.9987961053848267,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
Do readers need to log into their library accounts to read the pop-up e-books on the webpage?,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s8:c0:440eb4cc97af58da,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s8:c0:440eb4cc97af58da,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s1:c0:a6eb0b9c688d5d95,Hong Kong Public Libraries - Pop-up e-Book,Hong Kong Public Libraries - Pop-up e-Book,Hong Kong Public Libraries -e-Books,0.999713122844696,0.9997121691703796,0.9996902346611023,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
How many lending books does each self-service library station provide?,541f0dc3-0208-4c7b-b452-167f12e4932c,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s0:c0:ce1330187f935634,541f0dc3-0208-4c7b-b452-167f12e4932c,de4d942e-cc1d-4865-b5a0-afb73ee7eec7,541f0dc3-0208-4c7b-b452-167f12e4932c,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s0:c0:ce1330187f935634,de4d942e-cc1d-4865-b5a0-afb73ee7eec7:v1:s0:c0:ad1559586692f5bd,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s2:c0:7bb78fd769068dac,Hong Kong Public Libraries - Station Catalogue,Hong Kong Public Libraries - Introduction,Hong Kong Public Libraries - Station Catalogue,0.9999886751174927,0.9938488006591797,0.9575185179710388,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
Which e-database is available only in the Chinese version?,543a38a3-8bb4-43f5-af8a-7e8a241f3df9,543a38a3-8bb4-43f5-af8a-7e8a241f3df9:v1:s2:c0:a0409bf863252629,5fd5d813-e971-5354-a62e-5fbafb19c52b,543a38a3-8bb4-43f5-af8a-7e8a241f3df9,de170ef9-b843-4b28-9c30-e2ea60e7e69e,5fd5d813-e971-5354-a62e-5fbafb19c52b:v1:s10:c0:07c2af16ad1f9349,543a38a3-8bb4-43f5-af8a-7e8a241f3df9:v1:s2:c0:a0409bf863252629,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s10:c0:931e599de3adbed3,HKPL Ask a Librarian FAQ,Hong Kong Public Libraries - Electronic Resources for Kids,HKPL FAQ CSV,0.9991291165351868,0.997439980506897,0.9950488209724426,False,True,True,0.5,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
When and where is the Parent-Child Story Theatre on 'Historical Figures from Sui and Tang Dynasties' held?,54a99664-9994-454a-b750-89522cc03e42,54a99664-9994-454a-b750-89522cc03e42:v1:s4:c0:6f6134315a369f93,54a99664-9994-454a-b750-89522cc03e42,91459869-e547-4628-8ee6-48303ced6b3f,91459869-e547-4628-8ee6-48303ced6b3f,54a99664-9994-454a-b750-89522cc03e42:v1:s4:c0:6f6134315a369f93,91459869-e547-4628-8ee6-48303ced6b3f:v1:s4:c0:6f6134315a369f93,91459869-e547-4628-8ee6-48303ced6b3f:v1:s5:c0:9d1f9556ff99aa90,Parent-Child Story Theatre Event,Parent-Child Story Theatre Event,Parent-Child Story Theatre Event,0.999956488609314,0.9999539852142334,0.9999474287033081,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
Which e-book collection provides access to Jin Yong Martial Arts Novels?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s0:c0:1831ed23a3cc55b1,8c198a14-3527-4860-82c0-81faa366f699,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,8d0221d9-ae32-417e-b0bd-0ea56e459f65,8c198a14-3527-4860-82c0-81faa366f699:v1:s1:c1:bd307c5d2de79908,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s9:c0:58091705dfc72b9f,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s3:c0:393fcf0d92ff8935,Hong Kong Public Libraries - 2025,Hong Kong Public Libraries -e-Books,Hong Kong Public Libraries - Electronic Resources,0.7789167165756226,0.7665767669677734,0.6412036418914795,False,False,True,0.25,True,True,False,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,
When was the OverDrive Chinese eBooks (Simplified Chinese) service launched?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s10:c0:17626e787f3cdb4e,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,8d0221d9-ae32-417e-b0bd-0ea56e459f65,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s10:c0:17626e787f3cdb4e,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s10:c0:17626e787f3cdb4e,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s11:c0:34deca8161a1aba5,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries -e-Books,0.99936842918396,0.9993311762809753,0.5167611837387085,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
Which electronic resource provides access to the China Academic Journals Full-text Database?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s12:c0:006a61a9da24ac21,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,8d0221d9-ae32-417e-b0bd-0ea56e459f65,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s11:c0:4fc7f6a2c6b57417,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s12:c0:006a61a9da24ac21,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s12:c0:006a61a9da24ac21,Hong Kong Public Libraries - e-Databases,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Electronic Resources,0.9988549947738647,0.9963202476501465,0.996213972568512,False,True,True,0.5,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
Which e-book collection is specifically designated for children?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s1:c0:4dc1dc42ce878957,a5d71e63-0316-515b-b7da-1e80c3b66ece,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,de170ef9-b843-4b28-9c30-e2ea60e7e69e,a5d71e63-0316-515b-b7da-1e80c3b66ece:v1:s11:c0:87b43f9e4932b7b1,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s6:c0:c5087b06e4871289,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s11:c0:c73b9c62d3220a87,HKPL Ask a Librarian FAQ,Hong Kong Public Libraries -e-Books,HKPL FAQ CSV,0.9992652535438538,0.9990718364715576,0.9946541786193848,False,False,False,0.0,True,False,False,chunk_level_retrieval_problem,"Correct document was retrieved, but exact expected chunk was not. Check chunking, overlap, or expected_chunk_id.",
Which electronic resource platform is listed under the English e-Books section for the Naxos Spoken Word Library?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s2:c0:f5e9f8b9bbb62ff0,8d0221d9-ae32-417e-b0bd-0ea56e459f65,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,76a75c34-0ec9-48bb-8ab0-675b41db78b0,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s2:c0:f5e9f8b9bbb62ff0,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s2:c0:f5e9f8b9bbb62ff0,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s4:c12:e227e456ff57409c,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Ask a Librarian FAQs,0.9995319247245789,0.9995076656341553,0.9980097413063049,False,True,True,0.5,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What is the name of the interactive learning platform mainly for pre-school children mentioned in the e-Resources highlights?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s3:c0:95570a88bce1fc00,a5d71e63-0316-515b-b7da-1e80c3b66ece,de170ef9-b843-4b28-9c30-e2ea60e7e69e,76a75c34-0ec9-48bb-8ab0-675b41db78b0,a5d71e63-0316-515b-b7da-1e80c3b66ece:v1:s11:c0:87b43f9e4932b7b1,de170ef9-b843-4b28-9c30-e2ea60e7e69e:v1:s11:c0:c73b9c62d3220a87,76a75c34-0ec9-48bb-8ab0-675b41db78b0:v1:s4:c3:ec268b314fd9719c,HKPL Ask a Librarian FAQ,HKPL FAQ CSV,Hong Kong Public Libraries - Ask a Librarian FAQs,0.9868736863136292,0.9746471047401428,0.9347871541976929,False,False,False,0.0,False,False,False,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",
Which subject category in the HKPL e-Databases list includes 'Hong Kong Resources'?,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s4:c0:1d94c25744034e36,979f1983-f7fb-4dba-a22f-7d1cb0c9102e,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,8d0221d9-ae32-417e-b0bd-0ea56e459f65,979f1983-f7fb-4dba-a22f-7d1cb0c9102e:v1:s1:c0:1d94c25744034e36,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s4:c0:1d94c25744034e36,8d0221d9-ae32-417e-b0bd-0ea56e459f65:v1:s4:c0:1d94c25744034e36,Hong Kong Public Libraries - e-Databases,Hong Kong Public Libraries - Electronic Resources,Hong Kong Public Libraries - Electronic Resources,0.9991369247436523,0.9990689754486084,0.9990039467811584,False,True,True,0.5,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
When and where is the roving exhibition titled 'Blissful Moments Between Pages' for the Senior Secondary Category held?,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s10:c0:b6d2d4a69c829427,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s10:c0:b6d2d4a69c829427,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s11:c0:a5eea0d2a61605f3,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s8:c0:1d39676507acc0a0,Hong Kong Public Libraries - Awards / Competitions,Hong Kong Public Libraries - Awards / Competitions,Hong Kong Public Libraries - Awards / Competitions,0.9997207522392273,0.9997066855430603,0.9996865391731262,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
When is the roving exhibition titled 'Blissful Moments Between Pages' held at Sham Shui Po Public Library?,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s2:c0:212f60030db83fd8,5b37a8c7-8399-49ee-8e43-b38ab8080170,d664d284-74ef-4c66-9656-d03f6dfdfb63,168ef7c9-d20f-41ef-a1f7-922e3693c951,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s2:c0:212f60030db83fd8,d664d284-74ef-4c66-9656-d03f6dfdfb63:v1:s4:c0:96db954e917be53e,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s2:c0:c6dac61db39e7087,Hong Kong Public Libraries - Awards / Competitions,Hong Kong Public Libraries - Programme Highlights,Hong Kong Public Libraries - Reading Activities,0.9997394680976868,0.9894513487815857,0.9438018202781677,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
What are the dates and venue for the roving exhibition titled 'Blissful Moments Between Pages'?,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s3:c0:d988c26250960703,d664d284-74ef-4c66-9656-d03f6dfdfb63,afd45438-71b1-4fd1-9007-13ab2723360d,168ef7c9-d20f-41ef-a1f7-922e3693c951,d664d284-74ef-4c66-9656-d03f6dfdfb63:v1:s4:c0:96db954e917be53e,afd45438-71b1-4fd1-9007-13ab2723360d:v1:s4:c0:8e2302e6949fd9e7,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7,Hong Kong Public Libraries - Programme Highlights,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.9920503497123718,0.9668135643005371,0.9667179584503174,False,False,False,0.0,False,False,False,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",
When and where is the roving exhibition titled 'Blissful Moments Between Pages' held?,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s4:c0:281d34f575ceb533,d664d284-74ef-4c66-9656-d03f6dfdfb63,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951,d664d284-74ef-4c66-9656-d03f6dfdfb63:v1:s4:c0:96db954e917be53e,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s3:c0:1e5b3fd6c0b41bd8,Hong Kong Public Libraries - Programme Highlights,Hong Kong Public Libraries - Reading Activities,Hong Kong Public Libraries - Reading Activities,0.987231969833374,0.9555749893188477,0.9474746584892273,False,False,False,0.0,False,False,False,retrieval_problem,"Expected document was not retrieved by PGVector. Check embeddings, query wording, ingestion, or increase SIMILARITY_TOP_K.",
What is the phone number to contact for enquiries regarding library account passwords?,5ee77841-3eef-416b-9ab6-39dff8ff2a79,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c0:1dc9645bd5f59fe9,fe7b4c9a-e957-4add-8fc3-670fe768dcd2,d94189a2-fdc8-40cb-8484-a1621cfcc6de,92f274b8-c6c6-4258-8f71-159644988e5b,fe7b4c9a-e957-4add-8fc3-670fe768dcd2:v1:s1:c3:17f0ee746d74e5c6,d94189a2-fdc8-40cb-8484-a1621cfcc6de:v1:s0:c3:64e2d235f0513e4f,92f274b8-c6c6-4258-8f71-159644988e5b:v1:s1:c0:1dc9645bd5f59fe9,Hong Kong Public Libraries - Frequently Asked Questions,HKPL FAQ,Hong Kong Public Libraries - Internet Reference Enquiry Service,0.9991542100906372,0.9988936185836792,0.9982300400733948,False,False,False,0.0,True,False,False,chunk_level_retrieval_problem,"Correct document was retrieved, but exact expected chunk was not. Check chunking, overlap, or expected_chunk_id.",
When and where is the subject talk titled 'Remembering Our Heroes: The War of Resistance History of the Outlying Islands' held?,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s10:c0:61f21de9cca3356e,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695,8e28f067-9f45-4a81-81e2-f3df020b95ce,64d0cf01-8acd-4853-a297-5419978dc695:v1:s10:c0:61f21de9cca3356e,64d0cf01-8acd-4853-a297-5419978dc695:v1:s0:c0:235217e7aacaf058,8e28f067-9f45-4a81-81e2-f3df020b95ce:v1:s6:c0:a4e5b0a524704324,Hong Kong Public Libraries - Talks / Workshops,Hong Kong Public Libraries - Talks / Workshops,Hong Kong Public Libraries,0.9998135566711426,0.08977492898702621,0.04652440920472145,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
When and where is the subject talk titled 'The Popular Method of Brewing Tea in the Tang Dynasty' held?,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s11:c0:fd564324b3374c86,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695,91459869-e547-4628-8ee6-48303ced6b3f,64d0cf01-8acd-4853-a297-5419978dc695:v1:s8:c0:ac4810a832e4d5b3,64d0cf01-8acd-4853-a297-5419978dc695:v1:s11:c0:fd564324b3374c86,91459869-e547-4628-8ee6-48303ced6b3f:v1:s4:c0:6f6134315a369f93,Hong Kong Public Libraries - Talks / Workshops,Hong Kong Public Libraries - Talks / Workshops,Parent-Child Story Theatre Event,0.999671995639801,0.9995982646942139,0.9377394318580627,True,True,True,1.0,True,True,True,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",
